"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","cls"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0.01200002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,1.982,1.07,0,0,0,0,0,0,0,0,0.03899997,0.891,0.232,0,0,1.608,1.995,0.57,0,0,0,0.04799998,0.526,0.05800003,0,0,1.054,2,1.608,0,0.471,1.991,1.453,0,0,0,0,0.833,2,0.967,0,0,1.191,2,1.979,0.364,1.059,2,1.076,0,0,0,0,1.021,2,1.923,0.421,0,0.456,2,2,0.639,1.657,2,0.766,0,0,0,0,0.789,2,2,1.495,0,0.128,2,2,1.558,2,2,1.109,0,0,0,0,0.789,2,2,1.918,0.36,0.128,2,2,1.519,1.691,2,1.952,0.429,0,0,0.03500003,1.656,2,2,2,1.752,0.263,2,2,0.69,0.537,1.985,2,1.925,1.065,1.312,1.871,2,1.907,1.19,1.999,2,1.391,2,1.997,0.559,0,1.009,1.968,2,2,2,2,1.887,0.648,0.01700002,1.222,2,2,2,1.333,0,0,0,0.445,1.644,1.917,1.948,1.54,0.363,0,0,0.02700001,1.287,2,1.695,0.118,0,0,0,0,0,0.07300001,0.115,0,0,0,0,0,0.03200001,0.333,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0.949,0.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,2,1.96,0,0,0,0,0,0,0,0,0,0.005999982,0,0,0,1.669,2,2,0,0,0,0.023,0,0,0,0,1.163,1.823,0.312,0,0.205,1.926,2,1.469,0,0,0.325,1.85,1.396,0.189,0,0,1.971,2,1.142,0,0.874,2,2,1.333,0,0,1.067,2,2,1.208,0,0,1.429,2,1.694,0.03399998,1.437,2,0.966,0.154,0,0,1.429,2,2,1.429,0,0,1.045,2,2,0.285,1.999,2,0.452,0,0,0,1.429,2,2,1.808,0,0,0.364,2,2,0.538,2,2,0,0,0,0,0.974,2,2,2,0,0,0.06999999,1.637,2,0.893,2,2,0,0,0,0,0.783,2,2,1.458,0,0,0,1.143,2,1.265,2,2,0,0,0,0,0.279,1.986,2,1.429,0,0,0,1.143,2,1.655,2,2,0.12,0,0,0,0.04699999,1.769,2,1.808,0.07999998,0,0,1.365,2,2,1.991,2,0.638,0,0,0,0.605,2,2,2,1.587,0.701,0.878,1.937,1.734,0.593,1.429,2,1.58,0.173,0,0.28,1.738,2,1.379,1.928,2,2,2,1.886,0.668,0,0.635,1.951,2,1.729,1.507,1.893,2,1.283,0,0.418,1.758,1.996,1.694,0.489,0,0,0,0.54,1.88,2,2,2,1.324,0.06800002,0,0,0.04400003,0.119,0,0,0,0,0,0,0.231,0.914,1.064,0.562,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07099998,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0.637,0,0,0,0,0,0,0,0,0,0,0,0.08999997,0,0,1.771,0.117,0,0,0,0,0,0,0,0,0,0.046,1.541,1.793,1.507,0.301,2,0.312,0,0,0,0,0,0,0,0,0,0,0.06300002,0,0.922,1.564,1.862,0.58,0,0,0,0,0,0,0.618,1.514,0.122,0,0,0,0.489,1.834,1.42,1.064,0,0,0,0,0,0.265,1.853,1.568,1.126,0,0,0,0.824,1.595,0.565,1.814,0.148,0,0,0,0.202,1.593,0.878,0.241,1.82,0.665,0,0,1.404,1.035,0,1.16,1.475,0.229,0.00999999,0.549,1.831,1.104,0.01300001,0,0.545,1.883,0.826,0.587,1.946,0.429,0,0.03799999,1.164,1.914,1.841,1.831,0.718,0.004999995,0,0,0,0.417,1.662,1.864,0.879,0,0,0,0,0.273,0.383,0.05500001,0,0,0,0,0,0,0.01999998,0.02600002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911,1.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,1.875,1.179,0,0,0,0,0,0,0,0,0,0,0.411,0.517,0,1.019,2,0.561,0,0,0,0,0.427,0.134,0,0,0,0,1.655,1.871,0.626,1.694,2,0.007000029,0,0,0,0.199,1.931,1.472,0,0,0,0,1.434,2,1.487,2,1.901,0,0,0,0,0.04500002,1.503,1.946,0.469,0,0,0,0.576,2,2,2,1.448,0,0,0,0,0,0.139,2,1.664,0.261,0,0,0.332,2,2,1.652,1.998,0.33,0,0,0,0,0,1.886,2,1.679,0.198,0,0,2,1.86,1.095,2,1.107,0,0,0,0,0,1.429,2,2,1.303,0.226,0.239,2,1.428,0.272,1.88,1.89,0.466,0,0,0,0,1.543,2,2,2,1.897,1.568,2,1.181,0.225,1.956,2,1.28,0.858,0.705,0.634,1.297,2,1.355,1.573,2,2,2,1.72,0.11,0.01899999,0.643,1.99,2,2,2,2,2,1.419,0.144,0.079,0.458,1.346,1.172,0.299,0,0,0,0.438,1.397,1.713,1.699,1.53,0.703,0.04900002,0,0,0,0,0,0,0,0,0,0,0,0,0.004000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,1.091,0.374,0,0,0,0.02499998,0.875,1.66,1.758,0.982,0,0,0,0,0,1.422,1.596,0.911,0,0,0,1.209,1.545,0.859,0.464,1.606,0.309,0,0,0.01700002,1.097,1.516,0.02899998,0,0,0,0,0,0.03200001,0.02700001,0,0.375,1.659,0.164,0,1,1.935,0.282,0,0,0,0,0,0,1.116,1.235,0,0,1.084,1.607,0.08200002,1.808,1.239,0,0,0,0,0,0,0,1.156,1.929,0.152,0,0.108,1.866,0.731,2,1.111,0,0,0,0,0,0,0,0.432,2,0.273,0,0,1.18,1.501,1.648,1.542,0.00999999,0,0,0,0,0,0,0.889,2,1.431,0.07999998,0,0.691,2,0.876,2,1.501,0.819,0.127,0,0,0,0.357,1.473,2,2,1.499,0.592,1.399,1.956,0.008000016,0.903,1.885,2,1.995,1.826,1.721,1.721,2,1.931,0.735,0.637,1.844,2,1.993,0.94,0,0,0.06,0.539,1.087,1.187,1.538,1.736,1.198,0.28,0,0,0.08200002,0.519,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618,1.69,0.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,2,1.904,0.392,0,0,0,0,0.497,0.497,1.074,1.284,0.421,0,0,0,0.476,2,2,1.652,0.171,0,0,0.123,1.808,1.897,2,1.974,1.87,0.387,0,0,0.02399999,1.625,2,2,0.851,0,0,0.397,2,1.604,1.605,1.854,0.189,0.121,0,0,0,0.499,1.955,2,1.822,0.02200001,0,0.721,2,1.475,0.6,1.978,1.264,0.01700002,0,0,0,0,1.426,2,2,0.03299999,0,1.173,2,0.966,0,1.275,2,0.952,0,0,0,0,0.806,2,2,0.989,0.229,1.594,2,0.853,0,0.114,1.645,1.97,1.402,0.487,0.187,0.635,1.75,2,2,2,1.94,2,1.957,0.232,0,0,0.274,1.642,2,2,1.999,2,2,1.665,0.555,1.213,1.752,1.853,0.851,0,0,0,0,0.01099998,0.682,1.581,1.854,1.768,1.163,0.102,0,0,0,0.051,0,0,0,0,0,0,0,0,0.01999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0.413,1.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294,1.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,1.934,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0.07800001,1.363,1.765,0.083,0,0,0,0,0,0,0.007000029,0,0,0,0,0,1.001,2,1.403,0,0,0,0,0,0,0,1.601,0.493,0.01499999,0,0,0.435,1.991,1.666,0.133,0,0,0,0,0,0,0,1.522,2,1.132,0,0,1.07,2,0.744,0,0.01899999,0.852,1.232,0.862,0,0,0,1.125,2,1.313,0,0,1.313,2,0.491,0,0.671,2,1.978,1.99,0.953,0,0,0.794,2,1.313,0,0,1.313,2,0.733,0,0.808,2,1.133,1.883,1.958,0.355,0,0.852,2,1.313,0,0,1.231,2,1.125,0,0.215,1.895,1.884,1.514,2,0.438,0,1.125,2,0.93,0,0,0.679,2,1.461,0,0,0.992,2,2,2,0.438,0.318,1.581,1.862,0.285,0,0,0.679,2,1.83,0.126,0,0.128,1.808,2,2,1.563,1.931,1.937,0.521,0,0,0,0.255,1.777,2,1.147,0,0,1.414,2,2,2,1.677,0.681,0,0,0,0,0,0.575,2,1.955,0.837,1.137,1.989,1.073,0.546,0.398,0.079,0,0,0,0,0,0,0.01099998,1.249,2,2,2,1.681,0.13,0,0,0,0,0,0,0,0,0,0,0.046,1.128,1.787,0.93,0.003000021,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,1.945,2,1.553,1.675,0.41,0,0,0,0,0,0,0,0,0,0,0.09500003,1.829,1.623,1.778,2,1.829,0.339,0,0,0,0,0,0.09899998,0,0,0,0.195,1.999,1.119,0.649,1.991,2,1.092,0,0,0,0,0.274,1.76,1.214,0.009000003,0,0.56,2,0.951,0,1.187,2,1.886,0.07499999,0,0,0,0.983,2,2,0.76,0,0.721,2,0.951,0,0.08700001,1.509,2,1.423,0.275,0,0.06999999,1.695,2,2,1.968,0.714,0.721,2,0.951,0,0,0.06099999,1.146,2,1.915,1.081,1.407,2,1.496,0.557,1.93,1.95,1.499,2,0.951,0,0,0,0.023,0.94,1.868,2,2,1.517,0.17,0,0.589,1.801,2,1.826,0.14,0,0,0,0,0,0.139,0.841,0.789,0.02399999,0,0,0,0.212,0.564,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03600001,0.008000016,0,0,0,0,0,0,0,0,0,0,0,0,0.04699999,0.774,1.852,1.611,0.405,0,0,0,0,0,0,0,0,0,0,0.754,1.77,1.932,2,2,1.673,0.105,0,0,0,0,0.126,0.004000008,0,0,0.01300001,1.62,2,2,2,1.204,1.434,0.07099998,0,0,0,0.265,1.859,0.819,0,0,0.223,2,1.618,2,2,0.148,0,0,0,0,0,1.179,2,1.862,0.198,0,0.741,2,1.204,1.804,2,0.521,0,0,0,0,0.666,2,1.772,2,1.628,0.205,1.054,2,0.79,1.028,2,1.716,0.399,0.008000016,0.346,1.13,1.952,1.379,0.322,1.783,2,1.773,1.875,1.647,0.07499999,0.161,1.8,2,1.956,1.816,1.999,2,1.464,0.16,0,0.424,1.614,1.994,1.945,0.381,0,0,0.139,1.151,1.846,1.861,1.43,0.557,0.0009999871,0,0,0,0.04699999,0.197,0.251,0,0,0,0,0,0.01300001,0.04699999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.217,0,0,0,0,0,0,0,0,0,0.003000021,0,0,0,1.261,1.951,1.532,0.04299998,0,0,0,0,0,0,0,0.575,1.806,0.397,0,0.371,1.938,2,2,0.556,0,0,0,0,0,0,0.152,1.903,2,1.764,0.106,0.955,2,2,2,0.371,0.007000029,0.929,1.774,0.75,0,0,0.186,2,2,2,0.589,1.878,2,2,1.655,0.06999999,0.09299999,2,2,1.116,0,0,0.146,1.876,2,2,1.535,2,2,1.638,0.472,0,0.03799999,1.61,2,1.116,0,0,0,1.442,2,2,1.807,2,2,1.21,0,0,0,1.349,2,1.279,0,0,0,1.163,2,2,0.607,1.637,2,1.377,0,0,0,1.349,2,1.928,0.297,0,0,0.89,2,2,0.511,0.676,1.992,1.954,0,0,0.05699998,1.754,2,2,0.915,0.004000008,0,1.442,2,1.856,0.191,0,1.767,1.988,0.525,0,0.809,2,1.855,2,2,1.406,1.459,1.864,2,1.324,0,0,0.926,2,1.346,0.287,1.882,2,0.621,1.216,1.914,2,2,2,1.841,0.181,0,0,0.04500002,1.519,2,1.92,2,1.378,0.04400003,0,0.533,1.799,1.75,1.13,0.374,0,0,0,0,0.207,1.684,1.896,1.396,0.06400001,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.758,1.569,0.558,0,0,0,0.774,1.923,1.67,1.327,0.07599998,0,0,0,0,0,0.611,2,1.616,0.175,0,0.308,1.941,2,2,2,0.667,0,0,0,0,0,0.06199998,1.562,2,1.446,0.02399999,0.86,2,1.913,1.496,1.992,0.625,0,0,0,0,0,0,0.972,2,2,0.359,1.807,2,1.744,0.00999999,0.635,0,0,0,0,0,0,0,0.167,1.817,2,1.06,2,2,1.744,0,0,0,0,0,0,0,0,0,0,1.744,2,1.179,1.75,2,1.744,0,0,0,0,0,0,0.65,1.842,1.419,0,1.744,2,1.859,1.179,2,1.744,0,0,0,0,0,0,1.632,2,1.954,0.486,1.375,2,2,1.179,2,1.956,0.474,0,0,0,0,0,1.949,2,2,1.535,0.975,2,2,0.804,2,2,1.081,0,0,0,0,1.151,1.998,2,2,2,1.843,2,1.215,0.124,1.692,2,1.896,0.254,0,0.162,0.962,1.867,1.885,0.847,1.838,2,2,2,0.94,0,0.485,1.95,2,1.949,1.397,1.713,2,1.941,1.164,0,0.06699997,1.333,2,1.261,0.04900002,0,0,1.011,1.816,2,2,2,1.917,0.616,0,0,0,0.051,0.106,0.009000003,0,0,0,0,0.33,1.225,1.526,1.048,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0.288,1.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007000029,1.516,0.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,1.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368,1.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,1.994,0.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,1.99,0.281,0,0,0,0,0,0,0,0,0,0,0.718,0.621,0,1.59,1.597,0,0,0,0,0,0.005999982,0,0,0,0,0.05299997,1.979,1.301,0.304,1.987,1.025,0,0,0,0,0.73,1.502,0,0,0,0,0.5,2,1.746,0.607,2,0.424,0,0,0,0.014,1.62,1.713,0,0,0,0,0.62,2,1.645,1.162,2,0.01099998,0,0,0,0.495,2,1.835,0.09899998,0,0,0,0.99,1.999,0.665,1.597,2,0.01099998,0,0,0.05400002,1.665,2,2,0.202,0,0,0,1.066,1.444,0,1.904,2,0.01099998,0,0,1.043,1.902,1.39,2,0.508,0,0,0.182,1.875,0.702,0,1.545,2,0.132,0,0.716,1.933,0.546,0.397,1.935,0.705,0.156,0.243,1.186,1.721,0,0,1.571,2,1.05,1.037,1.935,1.13,0,0,0.61,1.753,1.924,1.978,2,0.501,0,0,1.121,2,2,2,1.449,0.03399998,0,0,0,0.723,1.747,1.805,0.651,0,0,0,0.06900001,1.272,1.719,1.109,0.05299997,0,0,0,0,0,0.04799998,0.008000016,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0.104,1.343,1.994,1.882,0.189,0,0,0,0,0,0,0,0,0,0,0,1.184,2,1.835,0.759,0,0,0.8,1.255,0.835,0,0,0,0,0,0,0.62,1.989,1.52,0.05699998,0,0,0.373,1.999,2,1.538,0,0,0.869,1.373,0.27,0.204,1.834,2,1.006,0,0,0,1.146,2,2,1.538,0,0.09500003,1.447,2,1.477,1.232,1.976,2,1.399,0,0,0,1.216,2,2,1.306,0,0,0.308,2,2,1.815,1.387,2,1.993,0,0,0,0.296,2,2,0.549,0,0,0.308,2,1.701,2,1.508,1.811,2,0.56,0,0,0.314,2,2,1.259,0.014,0,0.668,2,1.117,1.627,1.993,2,2,1.309,0.115,0.856,1.945,1.86,1.866,1.999,1.042,0.519,1.636,1.89,0.298,0.6,1.953,2,2,1.967,1.906,2,1.707,0.074,0.559,1.858,2,2,1.932,0.713,0,0,0.847,1.874,1.989,2,1.983,1.12,0.105,0,0,0.903,1.534,1.599,0.642,0,0,0,0,0.079,0.264,0.318,0.162,0,0,0,0,0,0.0009999871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04000002,0,0,0.664,1.064,0.04100001,0,0,0,0,0,0,0,0,0,0.332,1.788,0.24,0.108,1.895,1.998,0.797,0,0,0,0,0,0,0,0,0,0.08899999,1.957,1.033,0.78,2,0.904,0.622,0,0,0,0,0,0,0,0,0,0,1.758,1.506,1.462,1.983,0.256,0,0,0,0,0,0.001999974,0.09200001,0,0,0,0,1.507,1.76,1.775,1.753,0,0,0,0,0,0.15,1.479,1.994,1.19,0,0,0,1.32,1.561,2,1.776,0,0,0,0,0.07499999,1.599,1.997,1.318,1.957,0.969,0,0,1.502,1.717,1.562,1.828,0.01700002,0,0,0,1.079,2,1.479,0,0.953,1.992,0.459,0,1.622,1.694,0.868,2,0.833,0.02200001,0.189,1.06,1.996,1.895,0.285,0,0.037,1.637,1.804,0.278,1.969,1.478,0.134,1.63,2,1.951,1.973,2,1.801,0.391,0,0,0,0.392,1.916,1.823,2,0.715,0,0.21,1.359,1.95,1.669,1.018,0.183,0,0,0,0,0,0.415,1.724,1.654,0.06300002,0,0,0,0.02200001,0.01800001,0,0,0,0,0,0,0,0,0.0009999871,0.03399998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0.517,0,0,0,0,0,0,0,0,0,0,0,0.208,1.711,0.457,1.709,1.985,0.898,0,0,0,0,0.436,0.308,0,0,0,0,0.339,2,1.234,1.578,2,1.13,0,0,0,0.431,1.974,1.878,0.84,0.003000021,0,0,0.339,2,1.589,1.223,2,1.557,0,0,0,1.183,2,2,2,0.469,0,0,0.339,2,2,0.393,1.983,1.981,0.322,0,0.05500001,1.913,2,1.899,2,1.818,0.205,0,0.339,2,1.813,0,1.363,2,1.448,0.01599997,0.994,2,2,0.393,1.444,2,1.543,0.236,0.974,2,1.457,0,0.282,1.92,2,1.176,1.739,2,1.352,0.004000008,0.105,1.666,2,1.735,1.782,2,1.074,0,0,1.042,2,2,2,2,0.53,0,0,0.323,1.781,2,2,1.916,0.311,0,0,0.06300002,1.398,2,2,1.535,0.02200001,0,0,0,0.252,1.315,1.613,0.855,0,0,0,0,0.05699998,1.169,1.302,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
0.009000003,0.276,0.07999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864,2,1.174,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.647,0,0,0,0,0,0,0,0,0.02600002,0.217,0,0,0,2,2,1.647,0,0,0,0,0,0,0,0,0.977,1.946,1.081,0.03299999,0,1.662,2,1.647,0,0,0,0,0,0.369,0.247,0,1.271,2,2,1.277,0.046,1.372,2,1.744,0.07999998,0,0,0,0.57,1.953,1.854,0.05900002,0.08899999,1.244,2,2,1.01,1.372,2,1.771,0.09200001,0,0,0,0.941,2,2,0.599,0,0.403,2,2,1.499,1.427,2,1.647,0,0,0,0,0.941,2,2,0.706,0,0.03299999,1.684,2,2,2,2,1.647,0,0,0,0,0.941,2,2,1.57,0.06599998,0,1.031,2,2,2,2,1.647,0,0,0,0,1.179,2,2,2,1.498,0.133,1.02,2,2,1.441,2,1.647,0,0,0,0.381,1.88,2,2,2,2,1.747,1.781,2,2,1.372,2,1.647,0,0,0.79,1.821,2,1.842,0.595,1.331,2,2,2,2,1.398,1.372,2,1.779,0.878,1.482,1.997,2,1.905,0.427,0,0.001999974,0.464,1.484,1.9,1.298,0.152,1.074,2,2,2,2,2,1.744,0.247,0,0,0,0,0,0.02700001,0,0,0.122,1.441,1.966,2,1.917,1.057,0.156,0,0,0,0,0,0,0,0,0,0,0,0.275,0.141,0.001999974,0,0,0,0,0,0,0,0,0,0,0,"3"
0.08600003,0.706,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,1.363,2,1.858,0.273,0,0,0,0,0,0,0,0,0.03299999,0.003000021,0,0,2,2,1.937,0.247,0,0,0,0,0,0,0,0,1.678,1.684,0.178,0,2,2,1.878,0,0,0,0,0.349,0.482,0.05599999,0,0,1.485,2,1.567,0.088,2,2,1.878,0,0,0,0.187,1.873,2,1.117,0,0,0.15,1.91,2,0.995,2,2,1.878,0,0,0,0,1.633,2,1.592,0,0,0,1.41,2,2,2,2,1.665,0,0,0,0,1.133,2,1.775,0.115,0,0,0.593,2,2,1.786,2,1.451,0,0,0,0,0.98,2,2,0.531,0,0,1.284,2,2,1.347,2,1.878,0,0,0,0,1.293,2,2,1.408,0.014,0.251,1.938,2,1.915,1.131,2,1.918,0.187,0,0,0,1.633,2,2,2,1.378,1.571,2,2,1.01,0.693,2,2,0.746,0,0,0.333,1.841,2,2,2,2,2,2,1.413,0.07999998,0.05000001,2,2,1.814,0,0.14,1.734,2,2,1.183,1.583,1.974,2,1.559,0.235,0,0.001999974,1.227,2,1.989,1.301,1.645,2,2,1.695,0.08399999,0,0.512,0.188,0.01200002,0,0,0,0.123,1.873,2,2,2,2,1.945,0.401,0,0,0,0,0,0,0,0,0,0.538,1.877,2,2,1.641,0.581,0,0,0,0,0,0,0,0,0,0,0,0.237,0.67,0.319,0.088,0,0,0,0,0,0,0,0,0,"3"
0,0.295,0.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,1.909,1.979,0.742,0,0,0,0,0,0,0,0.755,0.999,0.806,0.01300001,0,1.578,1.721,1.32,0.634,0,0,0,0,0,0,0.381,1.981,2,2,1.103,0.003000021,2,1.539,0.008000016,0,0,0,0,0,0,0.04400003,0.613,0.595,0.947,1.927,1.996,0.692,1.691,2,0.07300001,0,0,0,0,0,0,1.167,2,1.194,0,1.481,2,1.205,1.418,2,0.304,0,0,0,0,0,0.615,1.996,2,1.273,0,0.541,2,1.719,1.104,2,0.817,0,0,0,0,0,1.654,2,2,1.129,0,0.07300001,2,2,0.591,2,1.5,0,0,0,0,0.115,1.83,2,2,0.691,0,0.01700002,1.598,2,0.18,1.897,1.876,0.137,0,0,0,0.139,1.842,2,2,0.257,0,0,1.491,2,0,1.395,2,0.865,0,0,0,0,1.637,2,2,0.109,0,0,1.491,2,0,0.656,1.99,1.735,0.06599998,0,0,0,1.127,2,2,0.751,0.09299999,0.612,1.939,1.837,0,0,1.76,2,0.881,0,0,0,1.178,2,2,1.994,1.992,2,1.915,0.444,0,0,0.613,2,1.884,0.835,0,0.247,1.846,1.743,0.736,1.552,1.954,1.651,0.501,0,0,0,0.008000016,1.076,2,1.942,1.685,1.859,2,0.784,0,0.01099998,0.03399998,0,0,0,0,0,0,0.02700001,1.041,1.837,2,1.891,0.752,0.004999995,0,0,0,0,0,0,0,0,0,0,0,0.07300001,0.557,0.161,0,0,0,0,0,0,0,0,"3"
